"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-09-17","WY","B",49,,3,,236,236,16,1,,,86800,1397,,,136110,,,,4652,3936,86,0,,,,,3920,4000,,0,91452,1483,,,,,90736,1467,140031,3100
"2020-09-17","NE","A",439,,3,,2172,2172,176,5,,,373432,3441,,,,,,,39419,39419,449,0,,,,,,29966,,0,412851,3890,,,,,413473,3908,,0
"2020-09-17","ND","B",142,139,1,3,691,691,69,17,181,24,206447,723,8651,,,,,,16723,16723,390,0,377,,,,,13828,540625,6402,540625,6402,9028,,,,223170,1113,559923,6760
"2020-09-17","NC","A+",3180,3180,31,,,,894,0,,286,2524599,29239,,,,,,,189576,189576,1552,0,,,,,,167257,,0,2714175,30791,,,,,,0,2714175,30791
"2020-09-17","MT","C",143,,2,,549,549,107,6,,,285652,2682,,,,,,,9647,9647,216,0,,,,,,7401,,0,295299,2898,,,,,,0,295299,2898
"2020-09-17","NH","B",438,,0,,725,725,7,2,230,,227696,1745,,,,,,,7814,7814,34,0,,,,,,7104,,0,235510,1779,31215,,30576,,235510,1779,383551,0
"2020-09-17","MP","D",2,2,0,,4,4,,0,,,14316,0,,,,,,,62,62,1,0,,,,,,29,,0,14378,1,,,,,14375,0,18915,0
"2020-09-17","MO","B",1757,,18,,,,962,0,,,1070247,12451,,68602,1419584,,,,108334,108334,1747,0,,,3250,,115983,,,0,1178581,14198,,,71852,,1178581,14198,1538232,18798
"2020-09-17","MN","A",1994,1942,9,52,7050,7050,242,31,1980,132,1176824,10245,,,,,,,86722,86722,909,0,,,,,,79878,,0,1263546,11154,,,,,1263546,11154,1763735,20124
"2020-09-17","MI","A+",6955,6632,12,323,,,590,0,,152,3125009,32290,,,3125009,,67,,126722,114692,980,0,,,,,161212,85513,,0,3251731,33270,279980,,,,,0,3286221,33274
"2020-09-17","ME","A+",138,137,0,1,436,436,12,3,,5,346416,9170,9610,,344419,,0,,4962,4458,21,0,509,,,,6190,4317,,0,351378,9191,10133,,,,,0,350874,9194
"2020-09-17","NJ","A+",16057,14266,3,1791,23071,23071,431,39,,85,3067457,30277,,,,,40,,198361,198361,569,0,,,,,,34546,,0,3265818,30846,,,,,,0,3265818,30846
"2020-09-17","MD","A",3861,3717,6,144,15008,15008,353,49,,83,1375823,10753,,,,,,,118519,118519,631,0,,,,,141723,7311,,0,1494342,11384,,,,,1494342,11384,2299608,27343
"2020-09-17","NM","B",832,,2,,3294,3294,59,10,,,810359,5287,,,,,,,27041,27041,118,0,,,,,,14842,,0,837400,5405,,,,,837400,5405,,0
"2020-09-17","MA","A+",9260,9051,15,209,12496,12496,377,18,,64,1900167,27225,,,,,26,,126128,124139,429,0,,,,,163227,109397,,0,3199563,67849,,,117453,113845,2024306,27644,3199563,67849
"2020-09-17","NV","A+",1506,,12,,,,484,0,,150,577988,2703,,,,,98,,74595,74595,347,0,,,,,,1997,,0,652583,3050,,,,,651900,3086,959839,6684
"2020-09-17","LA","A",5311,5143,17,168,,,663,0,,,1963847,8528,,,,,106,,160343,159304,478,0,,,,,,145570,,0,2124190,9006,,,,,2123151,9006,,0
"2020-09-17","NY","A",25413,,3,,89995,89995,486,0,,135,9174658,90608,,,,,68,,447262,447262,896,0,,,,,,75962,9621920,91504,9621920,91504,,,,,,0,,0
"2020-09-17","KY","B",1093,1084,11,9,4976,4976,515,49,1471,113,979315,10300,,,,,,,59370,52887,606,0,,,,,,11109,,0,1038685,10906,50342,18735,,,,0,1032202,10750
"2020-09-17","OH","A+",4580,4282,25,298,14625,14625,638,65,3149,214,2576748,27786,,,,,127,,141585,134001,1067,0,,,,,,119690,,0,2718333,28853,,,,,,0,2710749,28741
"2020-09-17","KS","A+",586,,0,,2616,2616,278,0,713,83,413356,0,,,,225,21,,50870,,0,0,,,,,,1920,,0,464226,0,,,,,464226,0,,0
"2020-09-17","OK","A+",930,,6,,5698,5698,516,88,,221,966519,11207,,,966519,,,7456,73318,73318,1034,0,3581,,,,84029,62144,,0,1039837,12241,74483,,,,,0,1052756,12057
"2020-09-17","IN","A+",3478,3253,6,225,11982,11982,778,64,2376,241,1161004,6921,,,,,72,,108646,,837,0,,,,,,85334,,0,1269650,7758,,,,,1269650,7758,1788208,18176
"2020-09-17","OR","A+",521,,0,,2341,2341,144,22,,32,595574,4151,,,595574,,11,,29850,28590,0,0,,,,,,5376,,0,625424,4151,,,,,624164,4342,,0
"2020-09-17","IL","A",8624,8392,25,232,,,1558,0,,359,4652731,55744,,,,,144,,270302,268207,2056,0,,,,,,,,0,4923033,57800,,,,,,0,4920938,57800
"2020-09-17","PA","A+",7913,,10,,,,459,0,,,1721275,13144,,,,,54,,147923,143552,933,0,,,,,,121296,,0,1869198,14077,,,,,1864827,14030,2652463,25068
"2020-09-17","ID","A",429,391,6,38,1658,1658,123,27,433,54,247272,1440,,,,,,,36093,33154,283,0,,,,,,19405,,0,283365,1723,,,,,,0,280426,1647
"2020-09-17","PR","C",588,420,18,168,,,444,0,,68,305972,0,,,303412,,41,,38867,18634,583,0,20233,,,,7002,,,0,344839,583,,,,,,0,310546,0
"2020-09-17","IA","A+",1251,,14,,,,271,0,,85,626410,5379,,51195,,,36,,75028,75028,948,0,,,3269,2250,,55834,,0,701438,6327,,,54504,17663,702988,6332,,0
"2020-09-17","RI","A+",1085,,4,,2668,2668,88,6,,9,289787,1801,,,632591,,5,,23488,23488,130,0,,,,,33335,2236,665926,11823,665926,11823,,,,,313275,1931,,0
"2020-09-17","HI","B",103,,3,,667,667,210,13,,56,254554,2390,,,,,38,,10946,,102,0,,,,,,4105,,0,265500,2492,,,,,265500,2492,358335,3885
"2020-09-17","SC","A+",3158,2992,26,166,8611,8611,733,59,,203,952141,5341,60901,,917799,,123,,135446,132565,1324,0,6020,8017,,,166907,51431,,0,1087587,6665,66921,25086,,,,0,1084706,6478
"2020-09-17","GU","A",31,,2,,,,44,0,,19,43208,370,,,,,,,2045,2045,32,0,3,,,,,1427,,0,45253,402,170,,,,45253,402,45251,402
"2020-09-17","SD","A",193,,1,,1231,1231,138,20,,,153837,1473,,,,,,,17686,,395,0,,,,,,14878,,0,171523,1868,,,,,171523,1868,234778,2917
"2020-09-17","GA","A",6474,,55,,27054,27054,1977,170,4945,,2378988,23923,,,2404340,,,,300903,300903,1847,0,23551,,,,275551,,,0,2679891,25770,292125,,,,,0,2679891,25770
"2020-09-17","TN","A+",2164,2084,13,80,7979,7979,999,57,,294,2386739,20590,,,2348989,,141,,178140,172453,1053,0,,,,,210203,161707,,0,2564879,21643,,,,,,0,2559192,21469
"2020-09-17","FL","A",13247,13247,147,,42525,42525,2385,198,,,4336517,23695,411877,403867,6095243,,,3817,674456,674456,3255,0,34738,,34017,13791,868101,,,0,5010973,26950,446669,,437913,,5018057,26964,7003515,45189
"2020-09-17","TX","A",14590,,112,,,,3246,0,,1139,4666357,41509,,,,,,,678819,678819,4047,0,33718,7280,,,,594817,,0,5345176,45556,378541,56707,,,,0,5345176,45556
"2020-09-17","DE","A+",619,547,0,72,,,66,0,,18,247850,1179,,,,,,,19318,18319,84,0,,,,,,10193,,0,267168,1263,,,,,267168,1263,,0
"2020-09-17","UT","A+",437,,0,,3401,3401,170,20,843,54,674520,4536,,,,348,,,60658,60658,911,0,,1464,,1377,,50108,,0,735178,5447,,13684,,9495,735178,5447,931331,8644
"2020-09-17","DC","A+",619,,2,,,,100,0,,22,326528,3030,,,,,18,,14790,,47,0,,,,,,11763,341318,3077,341318,3077,,,,,,0,,0
"2020-09-17","VA","A+",2920,2734,36,186,17666,17666,995,103,,225,1691052,21164,,,,,109,326,137460,130960,1101,0,11578,,,,156565,16671,1822012,22161,1828512,22265,138906,,,,,0,,0
"2020-09-17","CT","B",4488,3593,1,895,11447,11447,75,90,,,1352887,13648,,,,,,,55386,53087,220,0,,,,,,9204,,0,1408273,13868,,,,,,0,1405974,13857
"2020-09-17","VI","D",19,19,0,,,,,0,,,17541,101,,,,,,21,1238,,6,0,,,,,,1172,,0,18779,107,,,,,,0,18800,118
"2020-09-17","CO","A",1905,,0,,7288,7288,248,26,,,739236,5602,152929,,,,,,62686,58257,587,0,11393,,,,,6220,1153853,9912,1153853,9912,164320,,,,797493,6054,,0
"2020-09-17","VT","B",58,58,0,,,,2,0,,,151490,1128,,,,,,,1705,1705,3,0,,,,,,1533,,0,153195,1131,,,,,153195,1131,,0
"2020-09-17","CA","B",14721,,106,,,,3621,0,,997,12313836,76277,,,,,,,766201,766201,3238,0,,,,,,,,0,13080037,79515,,,,,,0,13080037,79515
"2020-09-17","WA","B",2031,2031,11,,7196,7196,248,34,,,1609849,13959,,,,,36,,81198,81198,386,0,,,,,,,1691047,14345,1691047,14345,,,,,,0,,0
"2020-09-17","AZ","A+",5409,5135,38,274,21821,21821,594,-4,,119,1141222,22668,,,,,65,,211660,208894,1753,0,,,,,,33381,,0,1352882,24421,280184,,,,,0,1350116,23844
"2020-09-17","WI","A+",1239,1231,2,8,6522,6522,347,68,1105,103,1304724,9411,,,,,,148,100574,94746,2134,0,,,,,,81902,,0,1405298,11545,,,,,1399470,11445,,0
"2020-09-17","AS","D",0,,0,,,,,0,,,1571,0,,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-17","WV","C",294,292,4,2,,,170,0,,58,484853,4166,,,,,32,,13430,13109,234,0,,,,,,9804,,0,498283,4400,16614,,,,,0,497962,4394
"2020-09-17","AR","A+",1166,1018,9,148,4896,4896,389,56,,206,783707,9749,,,783707,619,72,,73211,71614,992,0,,3300,,,,64145,,0,856918,10741,,21856,,,,0,855321,10632
"2020-09-17","MS","A+",2780,2572,24,208,5499,5499,622,0,,169,541497,0,,,,,95,,91935,85944,701,0,95,,,,,78971,,0,633432,701,29016,40904,,,,0,626881,0
"2020-09-17","AL","A",2401,2264,9,137,16079,16079,740,137,1631,,903156,3472,,,,900,,,141757,128097,670,0,,,,,,61232,,0,1044913,4142,,,56181,,,0,1031253,4046
"2020-09-17","AK","A",44,44,0,,,,41,0,,,408392,7193,,,408769,,13,,7471,7471,106,0,,,,,6814,2408,,0,415863,7299,,,,,,0,415863,7299
"2020-09-16","WI","A+",1237,1228,8,9,6454,6454,370,48,1098,103,1295313,10788,,,,,,175,98440,92712,1502,0,,,,,,80627,,0,1393753,12290,,,,,1388025,12196,,0
"2020-09-16","NC","A+",3149,3149,38,,,,918,0,,297,2495360,29807,,,,,,,188024,188024,1137,0,,,,,,167257,,0,2683384,30944,,,,,,0,2683384,30944
"2020-09-16","MT","C",141,,1,,543,543,106,4,,,282970,2846,,,,,,,9431,9431,187,0,,,,,,7186,,0,292401,3033,,,,,,0,292401,3033
"2020-09-16","WV","C",290,288,10,2,,,156,0,,61,480687,3017,,,,,30,,13196,12881,220,0,,,,,,9670,,0,493883,3237,16483,,,,,0,493568,3226
"2020-09-16","ND","B",141,138,6,3,674,674,62,17,176,20,205724,1143,8651,,,,,,16333,16333,269,0,377,,,,,13628,534223,5021,534223,5021,9028,,,,222057,1412,553163,5218
"2020-09-16","MO","B",1739,,7,,,,989,0,,,1057796,7440,,68427,1402394,,,,106587,106587,1191,0,,,3241,,114421,,,0,1164383,8631,,,71668,,1164383,8631,1519434,9092
"2020-09-16","MN","A",1985,1933,6,52,7019,7019,244,40,1977,136,1166579,4063,,,,,,,85813,85813,462,0,,,,,,79583,,0,1252392,4525,,,,,1252392,4525,1743611,10319
"2020-09-16","MI","A+",6943,6623,11,320,,,590,0,,152,3092719,30067,,,3092719,,65,,125742,113863,773,0,,,,,160228,85513,,0,3218461,30840,270746,,,,,0,3252947,31041
"2020-09-16","ME","A+",138,137,1,1,433,433,10,1,,5,337246,5675,9542,,335257,,0,,4941,4434,23,0,504,,,,6161,4307,,0,342187,5698,10060,,,,,0,341680,5694
"2020-09-16","MD","A",3855,3712,6,143,14959,14959,347,41,,86,1365070,9533,,,,,,,117888,117888,643,0,,,,,140960,7286,,0,1482958,10176,,,,,1482958,10176,2272265,26599
"2020-09-16","NE","A",436,,1,,2167,2167,167,13,,,369991,1958,,,,,,,38970,38970,328,0,,,,,,29799,,0,408961,2286,,,,,409565,2295,,0
"2020-09-16","MA","A+",9245,9036,20,209,12478,12478,352,16,,66,1872942,16337,,,,,24,,125699,123720,306,0,,,,,162714,109397,,0,3131714,55902,,,117107,112394,1996662,16632,3131714,55902
"2020-09-16","NH","B",438,,0,,723,723,8,1,230,,225951,1241,,,,,,,7780,7780,32,0,,,,,,7083,,0,233731,1273,31215,,30515,,233731,1273,383551,3158
"2020-09-16","LA","A",5294,5126,16,168,,,678,0,,,1955319,22614,,,,,107,,159865,158826,612,0,,,,,,145570,,0,2115184,23226,,,,,2114145,23122,,0
"2020-09-16","NJ","A+",16054,14263,11,1791,23032,23032,462,29,,100,3037180,22273,,,,,38,,197792,197792,388,0,,,,,,34503,,0,3234972,22661,,,,,,0,3234972,22661
"2020-09-16","KY","B",1082,1073,8,9,4927,4927,565,3,1466,125,969015,20576,,,,,,,58764,52437,764,0,,,,,,11043,,0,1027779,21340,50206,18502,,,,0,1021452,21151
"2020-09-16","NM","B",830,,7,,3284,3284,59,10,,,805072,5295,,,,,,,26923,26923,81,0,,,,,,14634,,0,831995,5376,,,,,831995,5376,,0
"2020-09-16","KS","A+",586,,52,,2616,2616,278,44,713,83,413356,4874,,,,225,21,,50870,,971,0,,,,,,1920,,0,464226,5845,,,,,464226,5845,,0
"2020-09-16","NV","A+",1494,,12,,,,488,0,,150,575285,2789,,,,,97,,74248,74248,208,0,,,,,,1980,,0,649533,2997,,,,,648814,3011,953155,4971
"2020-09-16","IN","A+",3472,3247,12,225,11918,11918,788,60,2363,237,1154083,6581,,,,,68,,107809,,580,0,,,,,,84336,,0,1261892,7161,,,,,1261892,7161,1770032,14013
"2020-09-16","NY","A",25410,,5,,89995,89995,483,0,,138,9084050,74435,,,,,67,,446366,446366,652,0,,,,,,75903,9530416,75087,9530416,75087,,,,,,0,,0
"2020-09-16","IL","A",8599,8367,35,232,,,1565,0,,345,4596987,50370,,,,,143,,268246,266151,1941,0,,,,,,,,0,4865233,52311,,,,,,0,4863138,52311
"2020-09-16","OH","A+",4555,4256,49,299,14560,14560,651,79,3134,222,2548962,28916,,,,,133,,140518,133046,1033,0,,,,,,118443,,0,2689480,29949,,,,,,0,2682008,29844
"2020-09-16","ID","A",423,385,4,38,1631,1631,105,19,426,34,245832,1194,,,,,,,35810,32947,278,0,,,,,,19075,,0,281642,1472,,,,,,0,278779,1411
"2020-09-16","OK","A+",924,,12,,5610,5610,528,48,,213,955312,10118,,,955312,,,6260,72284,72284,970,0,3581,,,,83065,61026,,0,1027596,11088,74483,,,,,0,1040699,11188
"2020-09-16","IA","A+",1237,,3,,,,291,0,,79,621031,4696,,50683,,,32,,74080,74080,803,0,,,3240,2201,,55067,,0,695111,5499,,,53963,17285,696656,5509,,0
"2020-09-16","OR","A+",521,,2,,2319,2319,172,27,,39,591423,3021,,,591423,,15,,29850,28399,188,0,,,,,,5365,,0,621273,3209,,,,,619822,3197,,0
"2020-09-16","HI","C",100,,1,,654,654,222,16,,60,252164,1036,,,,,48,,10844,,65,0,,,,,,3885,,0,263008,1101,,,,,263008,1101,354450,2313
"2020-09-16","PA","A+",7903,,28,,,,488,0,,,1708131,12847,,,,,60,,146990,142666,776,0,,,,,,120531,,0,1855121,13623,,,,,1850797,13563,2627395,27066
"2020-09-16","GU","A",29,,1,,,,46,0,,10,42838,475,,,,,,,2013,2013,47,0,2,,,,,1406,,0,44851,522,158,,,,44851,522,44849,522
"2020-09-16","PR","C",570,403,19,167,,,434,0,,68,305972,0,,,303412,,40,,38284,18252,112,0,20032,,,,7002,,,0,344256,112,,,,,,0,310546,0
"2020-09-16","GA","A",6419,,21,,26884,26884,2030,219,4912,,2355065,22808,,,2380944,,,,299056,299056,2223,0,23408,,,,273177,,,0,2654121,25031,291168,,,,,0,2654121,25031
"2020-09-16","RI","A+",1081,,3,,2662,2662,84,12,,9,287986,1195,,,620944,,5,,23358,23358,108,0,,,,,33159,2235,654103,11536,654103,11536,,,,,311344,1303,,0
"2020-09-16","FL","A",13100,13100,154,,42327,42327,2464,200,,,4312822,12821,411877,403867,6054308,,,3793,671201,671201,2355,0,34738,,34017,13049,864052,,,0,4984023,15176,446669,,437913,,4991093,15167,6958326,30294
"2020-09-16","SC","A+",3132,2968,34,164,8552,8552,784,50,,223,946800,5533,60764,,912118,,136,,134122,131428,652,0,6001,7921,,,166110,51431,,0,1080922,6185,66765,24446,,,,0,1078228,6044
"2020-09-16","DE","A+",619,547,1,72,,,58,0,,11,246671,1649,,,,,,,19234,18235,97,0,,,,,,10189,,0,265905,1746,,,,,265905,1746,,0
"2020-09-16","SD","A",192,,8,,1211,1211,139,16,,,152364,3262,,,,,,,17291,,297,0,,,,,,14657,,0,169655,3559,,,,,169655,3559,231861,5690
"2020-09-16","DC","A+",617,,1,,,,91,0,,24,323498,1905,,,,,13,,14743,,56,0,,,,,,11691,338241,1961,338241,1961,,,,,,0,,0
"2020-09-16","TN","A+",2151,2074,24,77,7922,7922,969,74,,283,2366149,25951,,,2328773,,124,,177087,171574,1856,0,,,,,208950,160202,,0,2543236,27807,,,,,,0,2537723,27632
"2020-09-16","CT","B",4487,3592,2,895,11357,11357,70,0,,,1339239,3499,,,,,,,55166,52878,135,0,,,,,,9142,,0,1394405,3634,,,,,,0,1392117,3610
"2020-09-16","TX","A",14478,,135,,,,3249,0,,1139,4624848,46052,,,,,,,674772,674772,6026,0,33463,7131,,,,590837,,0,5299620,52078,377019,52679,,,,0,5299620,52078
"2020-09-16","CO","A",1905,,11,,7262,7262,273,22,,,733634,4576,152511,,,,,,62099,57805,400,0,11370,,,,,6197,1143941,9275,1143941,9275,164320,,,,791439,4928,,0
"2020-09-16","UT","A+",437,,1,,3381,3381,139,20,837,54,669984,3372,,,,348,,,59747,59747,747,0,,1422,,1338,,49728,,0,729731,4119,,12664,,9027,729731,4119,922687,6855
"2020-09-16","CA","B",14615,,164,,,,3685,0,,1032,12237559,69402,,,,,,,762963,762963,2950,0,,,,,,,,0,13000522,72352,,,,,,0,13000522,72352
"2020-09-16","VA","A+",2884,2711,45,173,17563,17563,1027,99,,212,1669888,13594,,,,,103,349,136359,129963,845,0,11468,,,,155402,16536,1799851,14298,1806247,14439,138016,,,,,0,,0
"2020-09-16","AZ","A+",5371,5098,27,273,21825,21825,538,25,,135,1118554,15459,,,,,81,,209907,207718,698,0,,,,,,33250,,0,1328461,16157,279172,,,,,0,1326272,15957
"2020-09-16","VI","D",19,19,0,,,,,0,,,17440,120,,,,,,10,1232,,7,0,,,,,,1170,,0,18672,127,,,,,,0,18682,120
"2020-09-16","AS","D",0,,0,,,,,0,,,1571,0,,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-16","VT","B",58,58,0,,,,6,0,,,150362,472,,,,,,,1702,1702,0,0,,,,,,1530,,0,152064,472,,,,,152064,472,,0
"2020-09-16","AR","A+",1157,1010,147,147,4840,4840,387,38,,189,773958,-26801,,,773958,616,65,,72219,70731,862,0,,3067,,,,64145,,0,846177,-25939,,20007,,,,0,844689,-26195
"2020-09-16","WA","B",2020,2020,5,,7162,7162,248,35,,,1595890,10640,,,,,29,,80812,80812,347,0,,,,,,,1676702,10987,1676702,10987,,,,,,0,,0
"2020-09-16","AL","A",2392,2257,5,135,15942,15942,722,186,1629,,899684,6874,,,,901,,,141087,127523,927,0,,,,,,61232,,0,1040771,7801,,,55976,,,0,1027207,7584
"2020-09-16","MP","D",2,2,0,,4,4,,0,,,14316,0,,,,,,,61,61,0,0,,,,,,29,,0,14377,0,,,,,14375,0,18915,0
"2020-09-16","AK","A",44,44,0,,,,45,0,,,401199,1388,,,401615,,9,,7365,7365,52,0,,,,,6669,2407,,0,408564,1440,,,,,,0,408564,1440
"2020-09-16","WY","B",46,,0,,235,235,16,5,,,85403,96,,,133096,,,,4566,3866,128,0,,,,,3834,3971,,0,89969,224,,,,,89269,200,136931,1455
"2020-09-16","MS","A+",2756,2562,22,194,5499,5499,632,0,,168,541497,5709,,,,,98,,91234,85384,711,0,95,,,,,78971,,0,632731,6420,29016,40904,,,,0,626881,6536
"2020-09-15","WY","B",46,,0,,230,230,16,0,,,85307,693,,,131682,,,,4438,3762,46,0,,,,,3793,3925,,0,89745,739,,,,,89069,732,135476,2393
"2020-09-15","MS","A+",2734,2543,28,191,5499,5499,667,0,,177,535788,0,,,,,88,,90523,84912,505,0,95,,,,,78971,,0,626311,505,28852,38649,,,,0,620345,0
"2020-09-15","MP","C",2,2,0,,4,4,,0,,,14316,0,,,,,,,61,61,0,0,,,,,,29,,0,14377,0,,,,,14375,0,18915,0
"2020-09-15","MO","A",1732,,18,,,,1021,0,,,1050356,9228,,68256,1394117,,,,105396,105396,1317,0,,,3220,,113579,,,0,1155752,10545,,,71476,,1155752,10545,1510342,15029
"2020-09-15","MT","B",140,,2,,539,539,109,8,,,280124,3361,,,,,,,9244,9244,137,0,,,,,,7150,,0,289368,3498,,,,,,0,289368,3498
"2020-09-15","MI","A+",6932,6612,11,320,,,590,0,,152,3062652,24852,,,3062652,,68,,124969,113183,682,0,,,,,159254,85513,,0,3187621,25534,270031,,,,,0,3221906,25779
"2020-09-15","ME","A+",137,136,1,1,432,432,10,1,,5,331571,2697,9503,,329596,,0,,4918,4415,15,0,503,,,,6130,4280,,0,336489,2712,10020,,,,,0,335986,2711
"2020-09-15","MD","A+",3849,3706,10,143,14918,14918,371,34,,93,1355537,7320,,,,,,,117245,117245,599,0,,,,,140136,7254,,0,1472782,7919,,,,,1472782,7919,2245666,19011
"2020-09-15","MA","A+",9225,9016,6,209,12462,12462,310,20,,52,1856605,11510,,,,,23,,125393,123425,313,0,,,,,162343,107501,,0,3075812,37187,,,116752,110849,1980030,11796,3075812,37187
"2020-09-15","LA","A",5278,5108,26,170,,,667,0,,,1932705,12288,,,,,99,,159253,158318,371,0,,,,,,140440,,0,2091958,12659,,,,,2091023,12659,,0
"2020-09-15","NC","A+",3111,3111,51,,,,916,0,,297,2465553,16515,,,,,,,186887,186887,1106,0,,,,,,167257,,0,2652440,17621,,,,,,0,2652440,17621
"2020-09-15","KY","B",1074,1065,9,9,4924,4924,533,19,1459,125,948439,9146,,,,,,,58000,51862,718,0,,,,,,10962,,0,1006439,9864,49842,17883,,,,0,1000301,9691
"2020-09-15","ND","A",135,132,1,3,657,657,62,11,171,18,204581,182,8651,,,,,,16064,16064,233,0,377,,,,,13328,529202,1667,529202,1667,9028,,,,220645,415,547945,1818
"2020-09-15","KS","A+",534,,0,,2572,2572,192,0,703,50,408482,0,,,,221,15,,49899,,0,0,,,,,,1887,,0,458381,0,,,,,458381,0,,0
"2020-09-15","NE","A+",435,,1,,2154,2154,176,15,,,368033,2403,,,,,,,38642,38642,307,0,,,,,,29597,,0,406675,2710,,,,,407270,2724,,0
"2020-09-15","IN","A+",3460,3235,21,225,11858,11858,809,62,2363,230,1147502,6749,,,,,68,,107229,,689,0,,,,,,83279,,0,1254731,7438,,,,,1254731,7438,1756019,17714
"2020-09-15","NH","B",438,,2,,722,722,9,1,230,,224710,608,,,,,,,7748,7748,34,0,,,,,,7022,,0,232458,642,31165,,30469,,232458,642,380393,3001
"2020-09-15","IL","A",8564,8332,18,232,,,1584,0,,373,4546617,37565,,,,,144,,266305,264210,1466,0,,,,,,,,0,4812922,39031,,,,,,0,4810827,39031
"2020-09-15","NJ","A+",16043,14254,9,1789,23003,23003,406,38,,90,3014907,21905,,,,,35,,197404,197404,436,0,,,,,,34472,,0,3212311,22341,,,,,,0,3212311,22341
"2020-09-15","ID","A+",419,382,4,37,1612,1612,105,8,424,34,244638,1304,,,,,,,35532,32730,253,0,,,,,,18826,,0,280170,1557,,,,,,0,277368,1528
"2020-09-15","NM","B",823,,0,,3274,3274,60,7,,,799777,3393,,,,,,,26842,26842,81,0,,,,,,14470,,0,826619,3474,,,,,826619,3474,,0
"2020-09-15","IA","A+",1234,,10,,,,284,0,,74,616335,2575,,50230,,,29,,73277,73277,401,0,,,3224,2112,,54352,,0,689612,2976,,,53494,16832,691147,2990,,0
"2020-09-15","NV","A+",1482,,26,,,,483,0,,154,572496,1439,,,,,98,,74040,74040,226,0,,,,,,1973,,0,646536,1665,,,,,645803,1468,948184,2538
"2020-09-15","HI","C",99,,0,,638,638,225,2,,53,251128,2297,,,,,31,,10779,,79,0,,,,,,3693,,0,261907,2376,,,,,261907,2376,352137,3576
"2020-09-15","NY","A",25405,,11,,89995,89995,481,0,,144,9009615,72912,,,,,60,,445714,445714,766,0,,,,,,75847,9455329,73678,9455329,73678,,,,,,0,,0
"2020-09-15","GU","A+",28,,2,,,,47,0,,13,42363,396,,,,,,,1966,1966,39,0,2,,,,,1312,,0,44329,435,158,,,,44329,435,44327,435
"2020-09-15","OH","A+",4506,4207,87,299,14481,14481,666,103,3111,223,2520046,35274,,,,,126,,139485,132118,1001,0,,,,,,117130,,0,2659531,36275,,,,,,0,2652164,36157
"2020-09-15","GA","A+",6398,,45,,26665,26665,2098,271,4870,,2332257,12347,,,2358626,,,,296833,296833,1496,0,23353,,,,270464,,,0,2629090,13843,290791,,,,,0,2629090,13843
"2020-09-15","OK","A+",912,,7,,5562,5562,561,96,,224,945194,25018,,,945194,,,706,71314,71314,1091,0,3581,,,,82404,59993,,0,1016508,26109,74483,,,,,0,1029511,28599
"2020-09-15","FL","A+",12946,12946,146,,42127,42127,2574,281,,,4300001,24723,411877,403867,6027117,,,3760,668846,668846,3116,0,34738,,34017,13030,861098,,,0,4968847,27839,446669,,437913,,4975926,27851,6928032,43038
"2020-09-15","OR","A+",519,,8,,2292,2292,155,13,,34,588402,3082,,,588402,,11,,29662,28223,178,0,,,,,,5353,,0,618064,3260,,,,,616625,3254,,0
"2020-09-15","DE","A+",618,546,1,72,,,61,0,,20,245022,1455,,,,,,,19137,18138,200,0,,,,,,10165,,0,264159,1655,,,,,264159,1655,,0
"2020-09-15","PA","A+",7875,,6,,,,483,0,,,1695284,10675,,,,,61,,146214,141950,1151,0,,,,,,119895,,0,1841498,11826,,,,,1837234,11783,2600329,23024
"2020-09-15","DC","A+",616,,0,,,,89,0,,23,321593,4067,,,,,11,,14687,,65,0,,,,,,11630,336280,4132,336280,4132,,,,,,0,,0
"2020-09-15","PR","C",551,385,9,166,,,408,0,,65,305972,0,,,303412,,44,,38172,18206,422,0,19966,,,,7002,,,0,344144,422,,,,,,0,310546,0
"2020-09-15","CT","B",4485,3590,0,895,11357,11357,71,0,,,1335740,10647,,,,,,,55031,52767,136,0,,,,,,9142,,0,1390771,10783,,,,,,0,1388507,10790
"2020-09-15","RI","A+",1078,,3,,2650,2650,81,6,,9,286791,1724,,,609747,,5,,23250,23250,120,0,,,,,32820,2228,642567,6849,642567,6849,,,,,310041,1844,,0
"2020-09-15","CO","A+",1894,,5,,7240,7240,239,13,,,729058,5852,152267,,,,,,61699,57453,375,0,11348,,,,,6184,1134666,10485,1134666,10485,163615,,,,786511,6206,,0
